id,name,brewery,category,style,description,abv,ibu
ae0d8709-a37f-402d-a79d-72c8d17229b4,Gummy Worms,New Glory Craft Brewery,Pale Ale,Pale Ale - American,"It’s hard to believe, but no confections were harmed in the making of this delicious brew! So how do we do it? We make this juicy, candy-like beer drinkable by using a careful balance of wheat, oats, and brewer’s 2-row barley. It is then aggressively dry hopped with Citra and Amarillo hops for all of those sweet candied pineapple and fruit notes reminiscent of our favorite gummy candies.",5.8,N/A
a366949e-bc10-4096-ad60-c375d4a2da31,Swan Song,Banger Brewing,Kölsch,Kölsch,,5.1,14
eeb200dd-acf0-4de0-b507-6b5808c10496,Sandia,Banger Brewing,Wheat,Wheat - Fruit,This easy drinking beer has an explosion of watermelon on the finish. It’s crisp and clean flavor is perfect to beat the Las Vegas heat. Hefeweizen mixed with fresh watermelon make this beer light and approachable for the novice and experienced beer drinker.,5.5,N/A
2cae5064-83bd-4c35-a5a8-fecad50c7922,Morning Joe,Banger Brewing,Kölsch,Kölsch - Coffee,Coffee flavored,5.9,23
b607ac3f-3824-4daa-9047-9f9bf3747761,El Heffe,Banger Brewing,Wheat,Wheat - Jalapeño,"A Southwestern take on the classic American Hef with roasted jalapeños, serranos and habañeros. Very mild heat, with a burst of pepper flavor and aroma.",5.6,17
5956f9fd-b01b-475b-91ca-3a7952fea066,Perfect 10,Banger Brewing,Pale Ale,Pale Ale,"This Dry Hopped American Ale is made with the finest grains, hops and filtered water. Grains consist of pale malt, with hints of caramel and honey malt. Aromatic Simcoe and Chinook hops round out this malty yet easy drinking American Ale.",5.7,25
8241b499-f38a-4465-902e-df3a9ca37efd,A Hoppy Ending,Banger Brewing,IPA,IPA - American,,6.9,67
7c55c9b9-152c-4dea-9942-acd5199b56b1,Haze & Loathing,Banger Brewing,IPA,IPA - New England,"Loaded up with a ridiculous amount of hops including Azacca, Simcoe, Cashmere and Ekuanot, Haze & Loathing packs a huge punch of pineapple and mango.",6.7,N/A
3ca36051-c841-4601-9fe3-47859148f88c,The Long Knight,Banger Brewing,Stout,Stout - Oatmeal,,6.9,N/A
40aa0c10-d0a1-44ff-8d3e-dd62c49df820,Belphegor,Banger Brewing,Belgian,Belgian Strong Golden Ale,"Complex fruity flavors quickly lead into a spicy, dry finish.",9.2,N/A
263aadfd-bf52-41db-867b-2820757b5770,Beer Shot,Banger Brewing,Strong Ale,Strong Ale - American,,15.0,31
05a84203-72b8-4c61-83ef-2d90d62c08ee,Dangerous By Default,Banger Brewing,Barleywine,Barleywine - English,"Dangerous by Default is a deceptively smooth English Barleywine aged 1 year in bourbon barrels. Rich, nutty flavors from the minimalist malt bill give way to subtle coconut and vanilla, with lightly fruity top notes",10.0,N/A
68c8e9e8-b02a-47dc-aa8a-f7ebeb5a1156,Rolling Blackout,Banger Brewing,Stout,Stout - Imperial,,10.5,N/A
e9d84ce4-015d-4ce1-8d31-a97d7c6e24bf,Ace Pineapple Cider,Ace Cider,Cider,Cider - Pineapple,"Ace Pineapple is the world's original Pineapple cider. While on vacation in Hawaii, we tried adding fresh pineapple juice to our apple cider and it resulted in this delicious tropical libation!",5.0,N/A
c632cd6f-6ca6-49d1-bc1d-bd62dc74e67c,SpACE,Ace Cider,Cider,Cider - Other Fruit,"This unfiltered addition of ACE is to honor the owner, Jeffrey House’s wife who played Brea Tonnika in the cantina scene in the original Star Wars. Her picture is featured on the bottleneck. This cider comes in a clear bottle so you can see the vivid orange hue. ACE SpACE Bloody Orange is out of this world!",6.9,N/A
c8f361a1-162d-4414-88ba-7f0539cfaa30,Moons of Uranus,Astronomy Aleworks,Porter,Porter - Coffee,Porter with Mothership Coffee & coconut added,6.4,N/A
c366a934-600f-4d24-81f9-7d97b4333f35,Nueva Esperanza,Juxta Nomad,Lager,Lager - Vienna,SerVehZah Las Vegas’ house-branded Mexican Lager made in collaboration with Astronomy Aleworks,4.8,25
569d9ff2-3cdf-4227-8b63-4ffe7c9b3844,Hop Ride IPA with Kayon Coffee,Tenaya Creek Brewery,IPA,IPA - American,"Our Hop Ride India Pale Ale is medium bodied and aggressively hopped using a technique called 'dry-hopping' which adds a nice delicate citrus aroma. Combine that with Magnum & Summit hops to kick up the bitterness, and Cascade hops for a floral boquet. You get a well balanced and very drinkable American IPA. We live in Las Vegas and enjoy the areas beyond the reach of the neon. Bootleg Canyon MTB Park is one of those places. Be Warned, the rattlers have just as much bite as this ale. If you want to ride there, its going to be a ""hop ride.",7.2,70
3b69e35c-3c40-487f-986c-c468cf5b1035,Acoustic Sidepiece,New Glory Craft Brewery,IPA,IPA - New England,"This chill beer was made to soothe, rejuvenate, and enlighten the soul. Amarillo, Cashmere, and Cascade hops play together in harmony. The combination creates a super citrus-forward composition. 2-row malts, wheat, and oats create that beautiful, soft mouthfeel we all know and love. It's like music to your mouth!",7.0,N/A
7b2a74ec-e792-402c-a1b2-1f69560ba8d7,Ace Mango Cider,Ace Cider,Cider,Cider - Other Fruit,"ACE Mango is the amalgamation of fresh Mango Juices and a tart, semi-sweet apple cider. The best tasting Mangos are grown near the equator in hot and humid climates, so we went straight to the source: Ecuador! You are tasting an important piece of ACE's Exotic Fruit Cider range, enjoy!",5.0,N/A
9fcb5e00-f6e1-46b3-bc6b-f4ba61e5b6b3,Ace Guava Cider,Ace Cider,Cider,Cider - Other Fruit,"ACE Guava blends Brazilian Pink Guava Juice with a tart, semi-sweet apple cider blend. It was inspired by a trip to Brazil where the House Brothers enjoyed a Guava Caipirinha on Ipanema Beach. This cider is bold, juicy, and unfiltered.",5.0,N/A
56405d5a-87e9-4fe3-8df0-ad24edfdfccf,Tamarindo Lindo Cider,Mojave Brewing Company,Cider,Cider - Dry,,5.5,N/A
61262242-5d6e-4f42-90f1-75cd0846df41,Cave Rock Kolsch,Brasserie Saint James,Kölsch,Kölsch,German style kolsch,4.9,N/A
79539a00-a38b-494d-a7a8-cde9d9027a65,Attack Ships On Fire Margarita Flavour Key Lime,Astronomy Aleworks,Sour,Sour - Fruited,Kettle sour with key lime and orange (margarita flavor),4.0,N/A
b5d0e8f4-4835-47bb-a57f-3d26c5c351bd,Cherry Bomb!,Prairie Artisan Ales,Stout,Stout - Imperial,"Imperial Stout Aged on Cherries, Coffee, Cacao Nibs, Vanilla Beans, and Chili Peppers",11.5,N/A
75d54ef9-9094-42b7-85a1-30c14c86028f,Pampered Moose - Grapefruit Radler,Lead Dog Brewing,Fruit,Shandy,,5.1,21
851f48bb-68f3-47bc-afff-201a83ca4b5f,Sippin' Pretty,Odell Brewing Co.,Sour,Sour - Fruited,"More of a mantra than a beer, Sippin’ Pretty is our Fruited Sour Ale. Loaded with our unique blend of açai, guava, and elderberry, and balanced with a delicate addition of Himalayan pink sea salt, this beer pops with a bright ruby color and a refreshing tart finish. So sit back, relax, and sip on something pretty.",4.5,N/A
a6119dee-93f9-428d-b3eb-b8cc33d50d20,Sun Trap,Three Weavers Brewing Company,Sour,Sour - Fruited Gose,"As days grow warmer and longer, Sun Trap pulls the craft beer lover into its powerfully refreshing orbit. Soured with lactobacillus and fermented with passionfruit puree, Sun Trap’s tart and fruity flavors illuminate the palate. This 4.5% ABV quencher is finished with Mendocino sea salt and lemon peel for a lightly tart, bright, and refreshing sunsation with every sip. From poolside hangouts, to cookouts, to porch sipping and hammock lounging, Sun Trap shines at any summertime occasion.",4.5,N/A
a8f6b264-9034-4b8a-ab73-aa6f4b01715c,Our Cha Tah,Able Baker Brewing Company,Cream Ale,Cream Ale,"Horchata comes in many different styles and has been a part of culinary cultures in a wide ranging spectrum of Latin and African countries since the 16th Century. It, however, has been the Mexican influenced version of Horchata that has exploded in popularity. Here we look to mimic the traditional flavors found in that style of Horchata (cinnamon, vanilla, cream) with OUR CHA TAH over a beer base. We partnered with our good friends at SerVehZah to help them celebrate their two favorite things: great beer and their appreciation for their Latin roots. A cream ale was a logical starting point, we then added cinnamon & vanilla for flavor and lactose and oats to create some ""creaminess"". To continue the unique & amusing nature of this beer, it will be served in a glass rimmed with cajeta & a sugar/cinnamon blend. ¡Salud!",5.7,20
bb3028dd-1706-4b8a-bfad-9fa0202783a2,My Darling Clementine,Newtopia Cyder,Cider,Cider - Traditional,This juicy Cyder is made from 100% West Coast Apples and fermented with Clementines and Fresh Orange Peel.,6.5,N/A
a485e814-9833-4b33-b987-83f5f59ce015,Münchner Weisse,Staatliches Hofbräuhaus München,Wheat,Hefeweizen,"Once upon a time, Weissbier could only be brewed by ducal privilege. Hofbräuhaus enjoyed this exclusive right for nearly 200 years, thus holding a monopoly on Weissbier in Bavaria. But even without a monopoly, Münchner Weisse is a really special kind of beer. What could be more pleasurable than quenching your thirst with a deliciously yeasty Weissbier, and savouring the tingling, fizzy sensation in your mouth? With an alcoholic content of around 5,1% volume, it's pure, refreshing enjoyment.",5.4,14
4ad9b422-7e49-4f79-8d76-aa263cefd33b,Amalgamator,Beachwood Brewing,IPA,IPA - American,"Amalgamator is a dynamic West Coast-style India Pale Ale that's delightfully light in body and bursting with unique aromas and flavors. A massive dry hop charge of Mosaic hops lays down an aromatic amalgam of passion fruit, blueberry, dank resin, and citrus notes. Malt: American 2-row, Honey Malt Hops: Mosaic, Warrior, Columbus, Amarillo",7.1,70
ff220751-c3cc-46a0-8b87-63d814aac7b5,Fields of Anthem Ryde,Juxta Nomad,Lager,Lager - Vienna,"An Americanized version of a classic Austrian-style beer, named after an old Irish folk song about a guy being deported to Australia? Sure, why not. This not-so-traditional Vienna Lager was made with rich, bready malts and spicy rye, along with Cascade and Amarillo aroma hops. The end result is a complex yet balanced lager, as textured as the rolling hills of Ireland.",4.8,35
d1b1f4a8-0aca-4ad4-8b11-11ee88d4d95e,Coconut Wireless,Maui Brewing Company,Cream Ale,Cream Ale,Ale brewed with lactose and toasted coconut. Appearance: Bright golden,5.5,12
4c36bc79-55e8-4ec6-a9c9-205bcada1412,Double Flash Dubbel,Able Baker Brewing Company,Belgian,Belgian - Dubbel,"All atmospheric nuclear explosions produce a unique and easy to detect emission signature, consisting of an extremely brief and intense initial ""flash"" followed by a 2nd much longer and less intense ""flash"" of light (the visible fireball). These dual explosions of light are known as ""double flashes"". This phenomenon is unique to nuclear explosions and impossible to recreate artificially, allowing researchers, scientists, tracking satellites, and governments to confirm if and where a nuclear explosion has taken place. While not emitting light, our ""Double Flash"" Dubbel does explode into a deep amber color and tasteful fireball of classic Belgian flavors. The term Dubbel is a Trappist beer naming convention originally used to identify beers with a higher alcohol content. We match that required ""emission signature"" here as we produce this 7% ABV, classically style Trappist ale. We use a unique combination of Victory, Munich, Belgian Aromatic, and a touch of Dark Crystal malt to create a complex but dry malt character. The Belgian yeast strain produces fruity esters that give you a ""Double Flash"" of flavor, evoking notes of plum and spice. This brew is easy to track, no satellites necessary, just flash down to our taproom for a pour.",7.0,N/A
9ef03f90-ce0b-41d4-9bf0-4cb5f419f440,Monique,Able Baker Brewing Company,Belgian,Belgian - Quadrupel,"Brewed in collaboration with Triple 777, Joseph James, and Big Dog's. A great beer brewed for a great reason. Our head brewer, Matt Marino, was passionate about brewing this beer and creating the proper remembrance for an old friend. We gathered together talented brewers from our area and created this light, smooth, Belgian Quadrupel. Subtle Belgian notes and a dry finish create an approachable introduction to this style.",10.0,N/A
c35dacc1-db84-4c7b-b436-3ecc50688a7f,"4,200 Tons",Able Baker Brewing Company,Belgian,Belgian - Strong Dark Ale,"Belgium has a strange connection to the development of the atomic bomb. Until 1960, the Belgium government controlled an area in Africa known, then, as the Belgian Congo. In 1915, in the deep and dark recesses of a mine in Shinkolobwe, Congo, the world's largest and richest deposit of Uranium was discovered. The need for Uranium at the time was limited and the mine was mostly used to recover Radium (another radioactive element) until nuclear fission was discovered in 1938. The discovery of nuclear fission hinted at the ""explosive"" power of Uranium and in 1942 the US Military, committed to launching The Manhattan Project, decided to buy up all the Uranium they could get their hands on. The US government worked a deal with the Belgian and British powers controlling the mine, securing 4,200 tons of Congolese Uranium. Those 4,200 tons would form the basis of material used to research, develop, and create the explosive components of the atomic bomb. While searching for a rich deposit of our own, we ""dug"" into the recesses of our dark beer catalog and mined this 8.5% ABV Belgian Strong Dark Ale. You don't have to dig too deep to discover that sweet malt and dark fruit flavors dominate this Mahogany colored ""ore"", as prevalent spicy, yet fruity, aromas are expressed then complemented by a rich caramel malt backbone.",8.5,N/A
ceee32d9-161b-4749-939f-8079965433cc,K-Ration with Coffee,Able Baker Brewing Company,Stout,Stout - Coffee,"During WW2 the US Army produced the K-Ration, an individual daily ""combat food pack"" issued to mobile forces. These rations served as both a morale boost and a high calorie, caffeinated meal. Here, the morale boost for our ""troops"" comes in the form of this bold, roasty, Imperial Stout rested on whole bean coffee.",10.5,50
08483860-58c6-4b92-bd9e-7220948b30cf,K-Ration with Chocolate,Able Baker Brewing Company,Stout,Stout - Imperial,"Dark chocolate has long been known to have many positive benefits, not the least of which is as an addition to craft beer. Over the course of time, cacao nibs and chocolate have been touted as everything from a great source of antioxidants to the world's most powerful aphrodisiac. During WW2 the US Army found another use for chocolate and the K-Ration was born. The K-Ration was an individual daily ""combat food pack"" and was issued to airborne troops and other mobile forces. The addition of chocolate to these meals served a dual purpose as it provided both a morale boost and a high calorie, caffeinated food source. Here, the morale boost for our ""troops"" comes in the form of this big, bold, 10.5% ABV Imperial Stout. Exhibiting all the traditional flavors you expect from a stout (roast, coffee), with a noticeable mouthfeel, and ""boosted"" by our addition of a chocolate ration.",10.5,50
e0476f2e-24f2-42c7-aaf3-b913760956dc,Vertical Smoke Trails,Able Baker Brewing Company,Smoked Beer,Smoked Beer,"Vertical smoke trails, technically known as ""atomic smoke trails"", are the thin rails of smoke often seen extending upward alongside the mushroom cloud formed by an atomic test. Just prior to detonating an atomic test, rockets were fired from specific locations to leave smoke trails near the explosion and create a visual ""grid"" of smoke that could be used to register the strength and movement of shock waves created by the blast. Here, we go ""off the grid"" and craft an eccentric brew, influenced by the Scottish ale style, with hints of Cherrywood and Mesquite smoked malts that help lend complexity and flavor to this slightly fruity, rich, malt-forward ale. We completed our brewing ""trail"" by aging this beer in Smoke Wagon bourbon barrels which impart a noticeable bourbon barrel character, notes of vanilla and oak, and assist the beer in pouring a beautiful, dark mahogany color.",8.0,N/A
682d3da5-0a90-479a-b1bd-fea8eea99345,Chris Kael Impale'd Ale (2014-2021),Able Baker Brewing Company,Brown Ale,Brown Ale - Imperial,"A deceptively smooth Imperial brown rye ale, brewed in honor of our good friend Chris Kael. This high ABV beer is aged on oak and, to honor Chris' Kentucky roots, designed to invoke bourbon flavors. Barrel aged enthusiasts and music lovers alike will enjoy this collaborative effort.",10.0,28
85017fa9-20ca-4225-836e-ff43204fae0e,Honey Dip Stout,Able Baker Brewing Company,Stout,Stout - Imperial,"Honey Dip is an Imperial Stout brewed with honey and Madagascar vanilla beans then aged on American oak. This process creates a well-balanced beer that combines elements of dark malts, vanilla sweetness, and dryness from the oak, to create a velvety smoothness uncommon in this style of beer.",11.1,51
22d97c98-ef44-4b90-bfa3-141ca0eef1f7,Waddle...,Able Baker Brewing Company,IPA,IPA - Session,"Well behaved ducks rarely make history, so we continue to break all the rules regarding style parameters. Here we craft a session ale on a light base of wheat and 2-row malts. The simplified malt bill and low ABV allow the beauty of Mosaic hops and fresh citrus to shine through. Light, crisp, and delicately refreshing this brew allows you to ""Waddle"" away and forge your own footprint.",4.4,27
a46ab37f-4a0c-4b72-b2df-bc00cbe5675b,Split Bill,Able Baker Brewing Company,IPA,IPA - American,"Split Bill (yes, we love our duck puns) is designed to feature our two favorite hops by ""splitting"" their use during the brewing process. We use lots of Citra early on and lots of Mosaic late. This process pulls just enough bitterness from the Citra while retaining it's floral characteristics and allowing the soft fruitiness of Mosaic to pronounce late. Normally, this elusive brew is a TAPROOM ONLY offering so you can share the experience with others and perhaps ""split the bill"", however, we're currently offering a limited run in 16oz cans so you can enjoy them at home during these unique times.",5.7,57
ff67ff57-a310-441e-b860-a0756004deb5,Pitchblende Porter,Able Baker Brewing Company,Porter,Porter - American,"Pitchblende is a dark black radioactive mineral and ore, rich in uranium. Pitchblende is notable in that THREE different radioactive chemicals were first discovered via analysis of its makeup: uranium, polonium, and radium. A moderate ABV and smooth, well-balanced flavor put this intricately layered porter at the top of our discovery list!",7.0,45
bbc48549-0ffb-4572-b816-30942a6866cb,Calaveras Y Flores,Able Baker Brewing Company,Farmhouse Ale,Farmhouse Ale - Saison,"An unfiltered Saison brewed with fresh chamomile flowers, ginger, and spices then aged in a bourbon barrel. Originally brewed to recognize the Dia de los Muertos holiday, this ""Skulls & Flowers"" beer features mild ginger flavor with notes of lemon zest while the barrel aging contributes color and balances the complexity of this unique ale.",6.0,25
8cbe0dd1-eaa0-465b-b520-6b5a43007e4b,Calutron Girl,Able Baker Brewing Company,Wheat,Hefeweizen,"This Bavarian style Hefeweizen was brewed with a traditional approach, combining Munich malt, lots of wheat, and Weihenstephan yeast. This malt bill, combined with one of the world’s most perfect yeast strains, brings out all the classic, traditional notes of clove and banana that you expect from this style. While our brewing process values tradition, this name celebrates the exceptional……the Calutron Girls. The Calutron Girls were a group of young women who, due to labor shortages during WW2, were recruited to work at the top-secret Y-12 National Security Complex in Oak Ridge, TN. These young girls, many of whom had barely graduated high school, were tasked with monitoring and adjusting the dials and meters on a mass spectrometer that produced the enriched uranium used in the first Atomic bomb. They did all this with an extremely high level of efficiency, with ZERO knowledge of their true job function or what the dials they were monitoring and adjusting controlled. A manager at the Oak Ridge facility reportedly would tell new Calutron girls, “We can train you how to do what is needed, but cannot tell you what you are doing. I can only tell you that if our enemies beat us to it, God have mercy on us!” This beer is dedicated to the many unsung and under-appreciated contributions made by so many women during the war effort.",5.0,18
d8546f22-4aa8-4d66-80d6-aebf82262085,Calutron Girl - Mango,Able Baker Brewing Company,Wheat,Hefeweizen,"This fruited Hefeweizen was brewed with some traditional approaches (Munich malt, lots of wheat, and Weihenstephan yeast) and some non-traditional ones (Mangoes). This malt bill, combined with one of the world’s most perfect yeast strains, brings out the classic notes of clove and banana that you expect, while mangoes provide the fruitiness and mild tartness that you don't. The Mango addition makes this wheat beer standout and the name celebrates the exceptional……the Calutron Girls. The Calutron Girls were a group of young women who, due to labor shortages during WW2, were recruited to work at the top-secret Y-12 National Security Complex in Oak Ridge, TN. These young girls, many of whom had barely graduated high school, were tasked with monitoring and adjusting the dials and meters on a mass spectrometer that produced the enriched uranium used in the first Atomic bomb. They did all this with an extremely high level of efficiency, with ZERO knowledge of their true job function or what the dials they were monitoring and adjusting controlled. A manager at the Oak Ridge facility reportedly would tell new Calutron girls, “We can train you how to do what is needed, but cannot tell you what you are doing. I can only tell you that if our enemies beat us to it, God have mercy on us!” This beer is dedicated to the many unsung and under-appreciated contributions made by so many women during the war effort.",5.0,18
1c80453e-9fda-4a76-89cb-5e24a10ec98b,Ententanz Oktoberfest,Able Baker Brewing Company,Seasonal,Lager - Festbier,"Sometimes a story just tells itself. In the late 1950's Swiss accordion player Werner Thomas penned a tune called ""Der Ententanz"" (The Duck Dance) because, in addition to accordion playing, he also tended flocks of ducks and geese. Thomas began playing the composition in local hotels and restaurants where guests created a dance to the bouncy tune that, they believed, mimicked the movements of a duck. The dance eventually grew to include beak, wing, and tail motions. By the late 70's, the tune had become a popular drinking song at Oktoberfest and Germans had given the song a new name, ""Vogerltanz"" (Little Bird Dance). The dance made its way to the United States in 1981 via an Oktoberfest celebration held in Tulsa, Oklahoma. Founding members of that Oktoberfest celebration wanted to demonstrate their love of the song through a dance performed in costume, but no duck costumes were available. Luckily, a local TV Station had a chicken costume to donate and the ""Chicken Dance"" was born (this is a true story). Our Oktoberfest style beer is meant to mimic the fun and enthusiasm experienced by those who enjoy this, now, ubiquitous Oktoberfest dance. Classic ingredients like Vienna and Munich malts, Hallertau hops, and German Lager yeast pay tribute to Old-World elements that will have you ""flapping your wings"" for tradition, while the 6% ABV provides you with just enough liquid courage to ""shake your tailfeather"" and celebrate the new. Crisp, clean, and malt driven with a beautifully dry finish, this copper colored Festbier is our ""Prost!"" to you.",6.0,14
2e5353be-e564-457b-904a-8cee911ce5ca,Excited State,Able Baker Brewing Company,Pilsner,Pilsner - German,"In atomic terminology, when an atom or nucleus possesses more than its normal energy it enters into an ""excited state"". That's both the name of our German style Pilsner as well as the condition you'll achieve after tasting it. We start with an elegantly traditional base and add just a touch of Vienna Malt (for a bit more toasted malt character) then hop this crisp, easy drinking lager with Hallertau Mittelfruh and Saphir for a distinctive yet smooth flavor and bitterness. When excited state atoms decay the excess energy is released in the form of gamma rays and fluorescence. While we promise that you won't ""hulk out"" after drinking this brew, you may choose to sip and bask in the ""glow"" of the excess energy this beer possesses.",5.0,30
6833fcf7-dd6f-43b0-a541-d236a15690df,Grim Reaver,7Five Brewing Co,Stout,Stout - Irish Dry,"Light, fizzy stout, slightly sweet, malty",7.5,N/A
6d746428-cf04-483e-9253-098a7fff03b8,Dawn Breaker,7Five Brewing Co,Lager,Lager - American,"They say half of success is just showing up. And as the underdog, we know the other half is showing up before everyone else does. Dawn Breaker is your cheerleader, championing you for earning your spot, every day. Early mornings, and late nights.",4.8,20
e6dae4a5-6746-4e75-a91b-fffb3b1ba8c9,Shiver Giver,7Five Brewing Co,IPA,IPA - American,"It’s not something you can see. It’s only something you can feel. A sensation that sends tingles through your body, and lets you know you’ve just witnessed something unique. Something incredible. It’s the culmination of everything you’ve worked for.",6.8,55
2047c976-48ee-4d47-bd0f-d0f87c10f370,Training Day,7Five Brewing Co,Golden Ale,Golden Ale,"You can’t finish unless you start. And once you start, well, you’re halfway home. Training Day is your jumping off point. It’s your introduction to the world you’ll one day claim. It’s where your journey begins. ",5.8,35
f9d28b5e-04da-4d0d-ae6c-41cfcf2939cc,5 Pepper Porter,Able Baker Brewing Company,Porter,Porter - American,"From a brewery known for bold flavors this is probably our most ambitiously flavored beer. This American Porter is brewed with fresh toasted coconut and then dry hopped with a 5 pepper combination that includes jalapenos and habaneros. A deeply layered beer that goes from an upfront coconut nose to chocolate/caramel sweetness, and finishes with habanero heat.",6.5,40
45b0f655-875f-40d3-9a01-8a12e1f707f4,Gamma Ray Burst,Able Baker Brewing Company,Belgian,Belgian - Tripel,"The intersection of astronomy and atomic energy: Gamma Ray Burst. In the 1960s the USA launched top-secret satellites to detect gamma radiation from Soviet warhead testing. Scientists recorded numerous gamma bursts but they emanated from an extraterrestrial origin! Declassified in the 1970s, astronomers discovered the bursts were the result of supernovae and black hole collisions. This Tripel won't explode in your glass but it will ""burst"" with traditional Belgian characteristics you love: fruity esters, spicy phenols, and noticeable alcohol. This brew might take you to new worlds but won't leave you stranded because its recipe is ""based on real science""!",10.0,N/A
f337b45a-116d-47a7-8810-d1c3e6d5062a,Triple Jam,Blake's Hard Cider Co.,Cider,Cider - Other Fruit,"Inspired by the juicy berries we grow on our farm each summer, Triple Jam is the perfect balance of ripe sweetness with bold fruit aromatics. Bursting with strawberries, blackberries, and raspberries, this semi-sweet captivates the nuance of our farm, in each and every taste.",6.5,N/A
01bcbe70-840d-4517-a7e9-4a701a513bc0,Chris Kael's Root Beer'd,Able Baker Brewing Company,Root Beer,Root Beer,"Continuing our collaborative efforts with our favorite rock star, Chris Kael, we're pleased to present our first non-alcoholic offering....Chris Kael's Root Beer'd. This sweet, spicy, root beer, is dosed with an extra amount of vanilla bean and then rested on oak to add an extra layer of rich decadence. Available on it's on, in Crowlers to go, or as part of our super-sized root beer floats this one's sure to get to the root of your thirst.",0.0,N/A
